service,function
readBrief1,read_brief1bl
writeBrief,write_briefbl
loadHArtikel11,load_h_artikel1_1bl
writeZimmer,write_zimmerbl
loadMappingPaymentGateway,load_mapping_pglistbl
testWebdev,test_webdevbl
readUebertrag,read_uebertragbl
dumpUebertrag,dump_uebertragbl
glOutstand,gl_outstandbl
glLinkfoPrepare,prepare_gl_linkfobl
glLinkfo,gl_linkfobl
glLinkfoUpdate,gl_linkfo_updatebl
readHotelname,read_hotelnamebl
progFileLoadData,prog_file_load_databl
progFileSaveData,prog_file_btn_savebl
readBriefzei,read_briefzeibl
newUser,neubenutzerbl
newUserExit,neubenutzer_exitbl
flplanAR,flplan_arbl
checkEsignature,check_esignaturebl
loadDateTimeServer,load_datetime_serverbl
loadDateTimeServer1,load_datetime_server_1bl
e1Serial,e1_serialbl
getQueasyRecord,selforder_get_queasybl
readNitehist,read_nitehistbl
socketBackupServiceGetInterfaceInfo,get_interface_infobl
readNitestor,read_nitestorbl
createInterfaceSession,update_interface_infobl
updateSerial,update_serialbl
verifyUserLogin,verify_user_loginbl
selprintminvPrepare,prepare_selprintminvbl
selPrintminv,sel_printminvbl
billParser,bill_parserbl
selPrintinv,sel_printinv_webbl
getLetterSetup,get_letter_setup_webbl
addHtp5,add_htp5_webbl
checkEsignature1,check_esignature_1bl
confirmSignature1,confirm_signature_1bl
queueView,view_queuebl
esignSelectUsr,esign_select_usrbl
esignSetup1,esign_setup_1bl
esignSetup2,esign_setup_2bl
nsCashlessTools,ns_inv_cashless_toolsbl
nsCashlessGetLicense,prepare_get_license_cashlessbl
nsCashlessToolsPrepare,prepare_ns_inv_cashless_toolsbl
nsCashlessQRGeneratorPrepare,prepare_qrcode_generatorbl
nsCashlessQRGenerator,qrcode_generatorbl
nsCashlessQRGeneratorCodelist,qrcode_generator_codelist_webbl
readOthBill,read_oth_billbl
selectRevartPrepare,prepare_select_revartbl
authloginstep2,server_logsrv_login_step2
storeSignature,store_signaturebl
produceSign,produce_signbl
getInterfaceInfoIscan,get_interface_info_iscanbl
additionalCustomProgram,additional_custom_programbl
checkStrongPassword,check_strong_passwordbl
autodeductDirect,direct_autodeductbl
autodeductNt,nt_autodeduct
autodeductList,autodeduct_listbl
autodeductPrepare,prepare_autodeductbl
autodeductDirectCheckOutgoing,direct_autodeduct_check_outgoingbl
salesBoard,salesboardbl
dashboardDaily1Nt,nt_dashboard_daily_1bl
dashboardInitial,dashboard_initialbl
dashboardPHMInitial,dashboard_phm_initialbl
tzhRestArtikelxlsExport,export_rest_artikelxls_tzhbl
tzhRestArtikelxlsImportCheck,import_check_rest_artikelxls_tzhbl
tzhRestArtikelxlsImport,import_rest_artikelxls_tzhbl
tzhRestArtikelxlsSubgroupImport,tools_subgroup_import_rest_artikelxls_tzhbl
odxMappingArt,odx_mapping_artbl
odxSetup,odx_setupbl
odxPostTransaction,odx_post_transactionbl
ghsP1Checkout,ghs_p1_checkoutbl
ghsR1Checkin,ghs_r1_checkinbl
ghsX1Forecast,ghs_x1_forecastbl
tourismTax,tourism_taxbl
readKeyaccount,read_keyaccount_webbl
gstGenerate,generate_gstbl
gstInitPrepare,prepare_gst_initbl
gstInitFoartikelPrepare,prepare_gst_init_foartikelbl
gstInitFoartikelUpdate,gst_init_update_foartikel_webbl
gstInitInvartikelUpdate,gst_init_update_invartikel_webbl
uploadImage,upload_imagebl
gcfCreate,gcf_createbl
gcfDelete,gcf_deletebl
gcfMerge,gcf_mergebl
gcfCheckDel,check_del_gcfbl
checkPermission2,zugriff_test_webbl
onlinetaxRead,read_onlinetax
onlinetaxTaxflag3,online_tax_taxflag3bl
onlinetaxDelete,delete_onlinetaxbl
sharingScanner,sharing_scannerbl
fixedrateCopy,copy_fixedrate
orgesNat,orges_natbl
orgesDomestic,orges_domesticbl
radiant1ExportInitialcrm,export_radiant1_initialcrmbl
radiant1ExportResend,export_radiant1_resendbl
tadaAdminPrepare,prepare_tada_adminbl
tadaAdminLoadparam,tada_admin_loadparambl
tadaAdmin,tada_adminbl
tadaResendData,tada_resend_databl
foInvoiceSendmail,fo_invoice_sendmail_webbl
costCenterSearch,search_cost_center_webbl
letterAdminLoadAll,load_all_letter_adminbl
prepareMain14bl,prepare_main1_4bl
tadaDashboardGetparam,tada_dashboard_getparambl
tadaDashboardPostMenu,tada_dashboard_post_menubl
tadaDashboardPostPayment,tada_dashboard_post_paymentbl
tadaLoadOrderlist,tada_load_orderlistbl
tadaUpdateStatusorder,tada_update_statusorderbl
tadaUpdateTableorder,tada_update_tableorderbl
commonJourList2,gcjour_list_2bl
getBedienerInfo,get_bediener_infobl
chgNewPassword,chg_new_password_webbl
ratecodeElementSetupBtnDelete,ratecode_element_setup_btn_deletebl
ratecodeElementSetupBtnExit,ratecode_element_setup_btn_exitbl
ratecodeElementSelect,select_rcode_elementbl
ratecodeAdminCheckArgtBetrag,ratecode_admin_check_argt_betragbl
ratecodeAdminPrepare1,prepare_ratecode_adm_1bl
ratecodeAdminPrepare2,prepare_ratecode_adm_2bl
ratecodeElementSetupPrepare,prepare_ratecode_element_setupbl
ratecodeAdminAssignRateelement,ratecode_admin_assign_rateelementbl
ratecodeAdminPrcode2,ratecode_adm_prcode_2bl
ratecodeLink,link_ratecodebl
mainSalesPrepare1,prepare_main_sales_1bl
expiredRatecodeGenerate,generate_expired_ratecodebl
naUpdate171,na_update171
onlineTaxBatamReadPrepare,prepare_if_read_onlinetax_batambl
onlineTaxBatamTaxflag3,online_tax_taxflag3_batambl
checkEsignature1Custom,check_esignature1_webbl
tadaPostPaymentCityLedger,tada_post_paymentcityledgerbl
tadaMappingPrepare,prepare_tada_mappingbl
tadaStoreArticle,tada_store_articlebl
netsuiteLoadJournalDetail,netsuite_loadjournaldetailbl
netsuiteCheckScheduller,netsuite_check_schedullerbl
getAllArtikelCustom,sarticle_list_webbl
getAllArtikelCreateOutput,sarticle_list_create_output_webbl
readBill1Custom,read_bill1_webbl
tadaGenerateTrans,tada_generate_transbl
memberidGetinfo,memberid_getinfobl
memberidMembership,memberid_membershipbl
hubspotConfig,hubspot_configbl
kitchenDisplayConfig,kitchen_display_configbl
loadHArtikel2,load_h_artikel2bl
esignReportSetup,esign_report_setupbl
esignReportPrepare,prepare_esign_reportbl
esignReportUpdateApproval,esign_report_update_aprrovalbl
selectBediener,select_bedienerbl
getWebserviceInfo,webservice_infobl
odxTransLog,odx_trans_logbl
invoiceGenerator,gen_invoicebl
odxCreateLog,odx_create_logbl
odxSumBill,odx_sum_billbl
tadaCreateGuestForledger,tada_create_guest_forledgerbl
delAllJournalCustom,delete_gl_jouall_webbl
artotelbiPeriode,artotelbi_periodebl
leasingListBtnGo,leasing_list_btn_gobl
leasingUpdateQueasy,leasing_update_queasybl
netsuiteSetupScheduller,netsuite_setup_schedullerbl
leasingPrintProformaInvoice,leasing_print_proforma_invoicebl
leasingCreateJournalPrintProforma,leasing_create_journal_print_proformabl
leasingCancelProforma,leasing_cancel_proformabl
leasingPayDeposit,leasing_pay_depositbl
onlinetaxTaxflag3Sby,online_tax_taxflag3_sbybl
checkJournalSave,check_journal_save_webbl
onlinetaxTaxflag3SbyPrepare,prepare_if_read_onlinetax_sbybl
onlinetaxEtrap,nt_onlinetax_etrapbl
leasingChgPrepare,prepare_leasing_chgbl
leasingPrintProformaInvoice1,leasing_print_proforma_invoice_1bl
ifFcs0Load,if_fcs0bl_api
ifFcs0Resend,if_fcs0bl_resend_api
top10IncomingOutgoing,top10_incoming_outgoing_webbl
vhpTransactionPrepare,vhp_prepare_transactionbl
ifVhpbillMembership,if_vhpbill_membershipbl
leasingListProformaInvoicePrinted,leasing_list_proforma_invoice_printedbl
totpSecretCreate,create_totp_secretbl
totpCheck,check_totpbl
getBedienerInfoCustom,get_bediener_info_webbl
totpDisable,disable_totpbl
commonJourList2Custom,gcjour_list_2_webbl
artotelbiSelected,artotelbi_selected_reportbl
tadaDashboardGetparam1,tada_dashboard_getparam_1bl
tadaMappingPrepare1,prepare_tada_mapping_1bl
leasingBtnGoResRmrate,leasing_btn_go_res_rmrate_webbl
getAllArtikel1Custom,sarticle_list1_webbl
delBulkAllArtikel,sarticle_list_bulk_delete_article_webbl
top10IncomingOutgoingDetail,top10_incoming_outgoing_detail_webbl
leasingListOptionPrint,leasing_list_option_printbl
availabilityNotif,notif_availability_webbl
rmsConfig,vhp_rms_configbl
rmsConfigLogs,vhp_rms_config_logsbl
rmsLoadparam,vhp_rms_loadparambl
rmsParam,vhp_rms_parambl
checkIncomingAP,check_incoming_ap_webbl
glBatchjournalCheck,check_gl_batchjournalbl
navLoadjournaldetail,nav_loadjournaldetailbl
navCheckScheduller,nav_check_schedullerbl
navSetup,nav_setupbl
rateCodeChanges,rate_code_changes_webbl
leasingPaySecurityDeposit,leasing_pay_security_depositbl
odooListJournal,odoo_list_journalbl
checkPassword,check_password_webbl
leasingCheckedParameter,leasing_checked_parameterbl
odooJournalHistory,odoo_journal_historybl
prepareMain15bl,prepare_main1_5bl
gdprDecrypt,decrypt_gdpr_webbl
leasingGetArtikelAdjPrepare,prepare_leasing_get_artikel_adjbl
leasingRefundGuest,leasing_refund_guestbl
leasingPaymentAvailCheck,leasing_check_avail_paymentbl
leasingCreateJournalPrintProformaChgRate,leasing_create_journal_print_proforma_chgratebl
leasingPaymentChgRate,leasing_payment_chg_ratebl
readMcGuest,read_mc_guestbl
generalLockrecordValidation,general_lockrecord_validationbl
ntFbloyaltyprog,nt_fbloyaltyprog
leasingChgRatePrepare,prepare_leasing_chg_ratebl
leasingChgRateCreateJournal,leasing_chg_rate_create_journalbl
aboutUsReport,about_us_report_webbl
screenUnlock,unlock_screen_webbl
screenChangePin,change_pin_screen_webbl
weakPinCreate,create_weak_pin_webbl
leasingArAge,leasing_ar_age_webbl
loadDateTimeServer1,load_datetime_server_1bl
ifEcsysCheckQueasy,if_ecsys_check_queasybl
tadaResendData1,tada_resend_data_1bl
leasingJournalReminderActualInvoice,leasing_create_journal_reminder_actual_invoicebl
tbaseMappingMaingroupFbarticlePrepare,prepare_tbase_mapping_maingroup_fbarticlebl
tbaseMappingOutletFbarticlePrepare,prepare_tbase_mapping_outlet_fbarticlebl
tbaseMappingSubgroupFbarticlePrepare,prepare_tbase_mapping_subgroup_fbarticlebl
tbaseMappingMaingroupFbarticle,tbase_mapping_maingroup_fbarticlebl
tbaseMappingOutletFbarticle,tbase_mapping_outlet_fbarticlebl
tbaseMappingSubgroupFbarticle,tbase_mapping_subgroup_fbarticlebl
tbaseEmailSetupPrepare,prepare_tbase_email_setupbl
tbaseEmailSetup,tbase_email_setupbl
glConsolidateBtnTfHO,gl_consolidate_btn_tf_ho_webbl
leasingPrintProformaInvoice2,leasing_print_proforma_invoice_2bl
leasingReprintActualInvoicePrepare,prepare_leasing_reprint_actual_invoicebl
commonJourList3Custom,gcjour_list3_webbl
noshowCheck,noshowbl
vhpayRetrieveDataqrFoc,vhp_payment_retrieve_dataqr_focbl
checkApproved,check_approvedbl
messagesRead,read_messagesbl
messagesWrite,write_messagesbl
messagesDelete,delete_messagesbl
elearningFaqGetPrepare,prepare_get_faq_elearningbl
elearningFaqGetData,get_data_faq_elearningbl
vhpayBillPost,vhp_payment_post_billbl
internalMails2ViewDetailPO,internal_mails2_view_detailpobl
paymentGenerateQR,vhp_payment_generate_qrbl
paymentGeneratePaymentLink,vhp_payment_generate_paymentlinkbl
paymentCallbackQR,vhp_payment_callback_qrbl
paymentCallbackPaymentLink,vhp_payment_callback_paymentlinkbl
paymentRecordList,vhp_payment_record_listbl
paymentCheckStatus,vhp_payment_check_statusbl
readHtparamWeb,read_htparam_webbl
leasingCancelActualInvoice,leasing_cancel_actual_invoicebl
leasingCancelInstallment,leasing_cancel_installmentbl
leasingCancelPayment,leasing_cancel_paymentbl
leasingGetPaymentList,leasing_get_payment_listbl
gledgerCheckUnpostedbill,check_gledger_unpostedbill_webbl

